business_id,about,after,again,also,alway,amaz,anoth,around,be,becaus,befor,best,better,burger,busi,chees,clean,come,cook,could,definit,delici,dish,do,down,drink,drive,enjoy,even,ever,everi,everyth,experi,first,flavor,fresh,friend,from,go,have,help,here,know,leav,littl,long,manag,meal,meat,more,most,much,need,never,next,other,over,perfect,pizza,realli,restaur,salad,sandwich,sauc,say,server,sinc,some,someth,staff,star,still,store,super,sure,tabl,taco,tast,than,that,their,them,then,there,they,this,time,tri,vega,veri,walk,well,what,when,which,while,will,with,would,your
-153AjTW5luZPK4omEujWA,0.07965398984714969,0.11399224303067501,0.0,0.04512240906793302,0.08770648158309861,0.0,0.0,0.028387545940453552,0.11557598585722814,0.04877377827843733,0.12252631552025166,0.0,0.06065496379837458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049826007311749285,0.02443680165023618,0.0,0.0,0.0,0.1163607439006924,0.0,0.02889013852974178,0.09681502360182856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10602963129739336,0.04846711096760084,0.015277008261841762,0.0,0.03760434659031347,0.02464334482200374,0.10460708926941212,0.14180808408000528,0.0,0.0,0.1597764635864134,0.0,0.0,0.0,0.0,0.13278966839065584,0.0,0.0,0.04841256847875745,0.025378295405903306,0.0,0.0,0.0,0.0,0.0,0.03039314665743077,0.0,0.025899925447706855,0.0,0.0,0.1963907156195711,0.028966862517077103,0.0,0.0265443235670563,0.0,0.0,0.14100445766743527,0.0,0.02840058669730105,0.0,0.10326616877615573,0.0,0.0,0.0,0.0,0.0,0.05480794050052092,0.06623029638668612,0.0770032188078438,0.0,0.05591582090803936,0.08567465835671233,0.0,0.0672935050970566,0.0,0.07859294585501533,0.04014051430601223,0.045492311338706584,0.10313437043850962,0.054106596967844554,0.014706826656499422,0.0,0.07641100108406032
-1m9o3vGRA8IBPNvNqKLmA,0.04313189286442411,0.016757194985640777,0.03634868054328247,0.046506346780815486,0.014071851931066854,0.13472661805990768,0.008929386896887069,0.0057905286015647916,0.16438783767654183,0.014294366788033959,0.022605882428124845,0.09867727935551754,0.010184349944405863,0.004184486638707696,0.008001933472484775,0.1011866889370796,0.0,0.043776993722334796,0.048163685389253176,0.02481877996269043,0.08388316239580845,0.0579713022272056,0.021702964422874328,0.008508034262502092,0.020357895760345822,0.07194741290122045,0.0020834041090013354,0.024169171585110574,0.020630646020483562,0.05777518651388133,0.025096192237858174,0.030025146116291555,0.063831512071245,0.013102161981012397,0.017303839628031507,0.005711753871177031,0.0071765612727100435,0.029397667624635616,0.024628613586493202,0.05320877573991265,0.03173376397796726,0.05409643620158119,0.010287653809601496,0.008555820504496407,0.03392842378655465,0.0076134345698404505,0.004218291453127606,0.05075253958181535,0.014659377182664125,0.02299135601053119,0.019373007540237016,0.025895484727018348,0.0073243458500298515,0.004379651109026018,0.015730357587912972,0.03601037982346006,0.009956134885309725,0.09118539381163238,0.0,0.05066495112627782,0.07788239838824712,0.058642157914623676,0.010343025115608584,0.003725748749895708,0.018387629531654025,0.04879655365088615,0.0018975975203151555,0.014708228727569543,0.008091090269793235,0.021161063427837714,0.04598077255668326,0.005176266147969658,0.0,0.032267718773919374,0.004635333774458457,0.040639952952069916,0.0,0.01580552504287662,0.008690872723408946,0.05649398951609703,0.02161361416208702,0.02225887172270518,0.0200239455559819,0.039972335248831016,0.06356244755773882,0.11934086325628829,0.005740801012006439,0.012640642834492793,0.06635177671538624,0.07570219328204164,0.02832730625597207,0.02008551504956663,0.05808837491896101,0.02565452754210606,0.061494412329676056,0.019126842288005645,0.06194093511068898,0.10188775518082854,0.06585618889034256,0.048644533346085865
-46pFijv3f2jZH-_Ze6CQA,0.06657221664089476,0.04532264216382651,0.018181994122588613,0.003251080100869802,0.02341441462788965,0.043493215181435,0.02729971119204016,0.038730244464293746,0.20967359960999127,0.042764524064793835,0.03424459249344509,0.07261729631519116,0.02597211824951139,0.033326833108591754,0.004481464459802248,0.0,0.0,0.037077243914645404,0.022710157266788576,0.036591574993436134,0.03361823539860264,0.017786891578268797,0.018000706680304162,0.017881416711816672,0.003994161718034528,0.047802070868798736,0.013016663329533862,0.0326436530999017,0.053216591978139986,0.007784570520699947,0.06622453334529432,0.049168245944655575,0.06538737988146633,0.05932297470651301,0.004058090420317917,0.0,0.0057861865701612685,0.086044394856314,0.06641912250659716,0.08779757292760416,0.0,0.010826757194566683,0.021946912409947058,0.017901992348258042,0.050068754635094144,0.02942830895254432,0.009620703068398651,0.018385390108407423,0.016829257827854726,0.04346121300269223,0.03956987078196782,0.08750193543410752,0.026801718441110615,0.023814070304283553,0.05869393756776494,0.044659723015617374,0.038748862047252745,0.017916102642780995,0.0,0.020655066934847036,0.15443607243585375,0.0,0.0,0.005943213329520339,0.019467494069654378,0.0,0.00753606914431727,0.05072484645610349,0.0,0.005972192166515532,0.015346658418603942,0.03288514137974996,0.0,0.0078095977567311054,0.042696993632215345,0.016287215180260776,0.0323851747651128,0.17116357913305302,0.03675087034023696,0.10237958383561817,0.05171301570224119,0.034242426235392774,0.004126478994975259,0.1811954116786988,0.06202551449476607,0.11103479504481077,0.008398093762604152,0.02042182639813155,0.09749301215543223,0.005547223612346268,0.03278718992742134,0.030195201784386238,0.033946139190155586,0.03537813027323328,0.02450169115989609,0.02152913361603517,0.09976180796030858,0.1095535093569595,0.04698979846287139,0.06381385353602492
-8ZiMXZReeTD3kwEvS0Lww,0.02807638224502768,0.010350365083000716,0.002982256789779812,0.05628705734350686,0.049806756062222866,0.0512525486743217,0.01749495148319952,0.020374202932219497,0.0730743244591807,0.00588313665246156,0.016695427722895083,0.053516298527119054,0.021119488637199715,0.11813935007847907,0.015327720298683994,0.019576983363956593,0.007540748922157705,0.03199106208451089,0.037912119597597826,0.005941435305635191,0.04935496168794039,0.02408385297160243,0.0,0.010728289510947099,0.034634662714274476,0.0,0.011415125778912133,0.006914020359161785,0.012698593317152188,0.013393993537020712,0.020476153713723647,0.012808622506705017,0.009574976781381663,0.01569463069202898,0.023404081481063828,0.041167209660491276,0.06349750572648413,0.05875612597958771,0.04779482605464048,0.11414922317441543,0.06162898368441195,0.08092822647001605,0.0151395137707894,0.025844412015035654,0.03556943780902237,0.02553857865546372,0.007341740057314794,0.005705668666842607,0.2604433025160503,0.030291517605008717,0.011784896413320516,0.013820527927765945,0.03705844852919541,0.039036846309693285,0.03499818327361387,0.019120566550775656,0.0047698033234346736,0.009351533719183451,0.0,0.0343846311862839,0.005826784487645158,0.011662496296498251,0.07846428324945968,0.00757168081918635,0.013600237476508783,0.0,0.0,0.05933626556026729,0.014184655226174007,0.020287105851855808,0.00536708043570309,0.0036058038173593238,0.04241033370347076,0.01629377239497451,0.016156658865426287,0.006771292894747721,0.0,0.011982384658787848,0.024533082344456503,0.07284599032568935,0.0708624697277795,0.07576310683343526,0.007403171284270256,0.04301626284800023,0.1429473173037834,0.08776042343227484,0.003662587982748463,0.027284653948794965,0.023341596968302052,0.03803602903392192,0.016431561171207466,0.017226634522460375,0.03133831727534314,0.03455375023347824,0.006251946524626878,0.022247574070978424,0.10508245777704435,0.05960813794751722,0.018353685007205377,0.02091145672366185
-9YyInW1wapzdNZrhQJ9dg,0.06722660330021696,0.04163975343606353,0.01792756119149196,0.02916259298987034,0.0100874901776241,0.00727726127288847,0.006804335296717864,0.01733449276835544,0.10816508703808504,0.03022918091203476,0.033046995670125645,0.04597832762960663,0.03482983535621981,0.0,0.00843995314713931,0.021224369982395498,0.0,0.04871616189790526,0.025784470810238585,0.03033622275475917,0.031027812107030584,0.016870813761544767,0.013331674649185476,0.002438113455736397,0.024068869748293933,0.030105950623235664,0.0,0.05664275705552597,0.05493724528672023,0.016739015549336544,0.005051585622379274,0.020811741070984966,0.012062694378230874,0.011711966050283852,0.010896348658474365,0.07383040366252257,0.010927319470903654,0.080172213362567,0.07115727790100002,0.08362496612186204,0.019141625508589936,0.08658266079889435,0.01501292626459944,0.012026496445295288,0.024132715849052803,0.036188334459797834,0.0,0.007859254680879899,0.03204276643858556,0.04120613109834428,0.02317432814826066,0.04582848179961612,0.015152477971281981,0.0,0.028322414846714918,0.02718045566700631,0.06353806813571207,0.0,0.01918034235467906,0.05029799289763568,0.015154543558821816,0.03647470415099885,0.0,0.009397470348745789,0.020915638031210902,0.021831083918578797,0.03943422534594341,0.02466446467157059,0.022992352887951206,0.002886847620199802,0.044519629119098,0.030870504539720248,0.0,0.007540555058190589,0.035797541428757816,0.019247949075746614,0.0034619371872960263,0.04394402650629009,0.03718603809055846,0.09274886512014793,0.04923382065115344,0.030690753556624876,0.024075558658357313,0.050755014263494644,0.10228238632463123,0.11847591918341108,0.025650991913772726,0.0248285285592087,0.06184184785902588,0.05942054489935794,0.030967064866413808,0.03806859545114474,0.06027283811473515,0.02480037858780839,0.04422799309670574,0.006824964333921414,0.027973332595909627,0.10016290440310126,0.0917342492241987,0.03375382416128771
-AGdGGCeTS-njB_8GkUmjQ,0.0,0.0,0.02686313404553346,0.024126171158731828,0.0,0.03721457706685892,0.0,0.0,0.053255068399751096,0.03216705658576526,0.0,0.1425034076695043,0.10958819282933502,0.0,0.03480748845166617,0.0,0.0,0.04757033182456383,0.0,0.0,0.1479966644729701,0.11446174884339899,0.11697769383044045,0.0,0.03910830605577776,0.0,0.0,0.0,0.0,0.03305481730938623,0.0,0.03356037721577731,0.0,0.0,0.0,0.0,0.025397321515604813,0.0,0.0,0.0,0.0,0.046311105248251924,0.026352739908199464,0.0,0.0,0.0,0.0,0.0,0.0,0.04921454110234681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22893183074615414,0.0,0.0,0.0,0.0,0.0,0.030283819841413002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060218792533943036,0.0,0.0,0.055344139273350815,0.10395326254141231,0.02081286454929005,0.028851398248497966,0.0,0.0,0.035805545062838805,0.0,0.13775678263037242,0.0,0.06886234443391853,0.0834320584136188,0.10697498205161594,0.05660062690465894,0.08106685503210644,0.13302983225637804,0.09400889553185923,0.0,0.0,0.06652813480665729,0.08144403692022623,0.0,0.0
-BAOJ8aA5MCrYx_tQUyZHg,0.027437336645316678,0.07000649891812503,0.05962013355108253,0.03785558624532075,0.0,0.03283803335785671,0.013587181992094721,0.006155875207539899,0.05643490039219284,0.09367985049927184,0.00910562762987734,0.030470235092831338,0.031625860446977204,0.0,0.0,0.03341973360540143,0.0,0.03584513003100454,0.0,0.06715200182677204,0.02590772715759194,0.026745142356253627,0.0,0.031032328053131965,0.00471412479917922,0.057721237341644,0.0,0.03474341353578684,0.05958865966512492,0.024219632563272805,0.00948125728150863,0.018859788165614164,0.023257127704130576,0.00883234673094798,0.10688841864858221,0.01834039441230134,0.006797154645486691,0.042437411642274304,0.0490562012532966,0.08877897575655742,0.01667617763747024,0.01699218335449838,0.0193991533754883,0.0,0.08424450844856546,0.0,0.0,0.0,0.0,0.024660788298961362,0.027565914314024605,0.03900674636500167,0.015913413087988423,0.009755936891332114,0.043373692774872165,0.028060231692259147,0.006685123373517117,0.04577492119744079,0.0,0.12406983145106043,0.010331827210065167,0.0,0.0,0.0,0.03856138775045637,0.02862233868344316,0.028629398984317978,0.02893269160544804,0.0358863982235059,0.003863774829189736,0.011514773738312062,0.02975083755356216,0.00478987752824553,0.02137042309383652,0.02506631575672974,0.007481252105985118,0.0,0.131635771342157,0.028343183001924423,0.09125681116562462,0.05189097960241254,0.025435960683695077,0.010450826895976593,0.0690490494610523,0.03647670863376586,0.16078587102354922,0.012208600385780116,0.056453947632975454,0.04141764104865954,0.038495803583947795,0.01923075190373533,0.018843375041933046,0.10036412912466898,0.039232525406447866,0.07489379963497399,0.04959875308566481,0.01574649449848885,0.1925839160322411,0.05501070011529715,0.021279563262263018
-BmqghX1sv7sgsxOIS2yAg,0.05328201114941634,0.03989183426434387,0.021874195085610705,0.034999595114693666,0.03158292840071688,0.01687945265419614,0.0076179760043102625,0.013427351742152727,0.16650267589622458,0.05182318327891167,0.043799416812448075,0.052328133682516445,0.02445651440954571,0.0,0.010866569897283853,0.0,0.0,0.05300679757465643,0.014272733053951697,0.06048679514847993,0.030865418664474332,0.07047552691561546,0.11353230186920353,0.021694882804633577,0.017797690569775336,0.017056041029534362,0.0,0.02886324011758365,0.03760419508249956,0.02472591113627938,0.021048612373990735,0.02686368745009057,0.06609478460090495,0.06935488468535046,0.034716896765066674,0.00947432794865068,0.046095170383080954,0.029121791561903993,0.05700909478169694,0.10533893679499336,0.038227509598107966,0.07214117027791418,0.047218558897543124,0.032163205945275435,0.04815929592594362,0.01670950079293941,0.0,0.05804106344093958,0.052228173483679405,0.026261086163647706,0.023839894677835583,0.055928343498019256,0.036576101980140774,0.03796395558509578,0.01786346431563776,0.056028168329257444,0.007519597792259274,0.012417086947711091,0.0021502046567307407,0.040057288658770424,0.10266201762351264,0.018751851314295173,0.0,0.02089500714069678,0.010484173302742737,0.031696980952420156,0.020426767722323574,0.059111150776544524,0.017825634633217985,0.03218348252870985,0.03149341334899196,0.008026386839273193,0.0,0.017464360393897992,0.01270056290535719,0.03086644660262288,0.004500887941206128,0.03772000093680726,0.024922584275512215,0.1262291091260368,0.04006629878901858,0.02058487771002533,0.0064879915402302046,0.06997835300809813,0.06159287467994812,0.1069058244121367,0.027024749329462146,0.040727475509699934,0.04945281439130521,0.0783213344937106,0.03167895605211804,0.0168064931471258,0.06164228502774529,0.050442881739494974,0.046265408749532055,0.025072104835513497,0.06653930828247971,0.13481285004488863,0.051787396848520004,0.027304374930633354
-Bv-HHUs8aHzDrdWcZHn8w,0.032587481825828137,0.04792896677709109,0.0463917698256775,0.03595959232324032,0.01059005349988602,0.04189375973371651,0.009633777140205765,0.014926618143631618,0.11177397077837747,0.04123932404617042,0.035565575813102775,0.01186274453966771,0.020446386960582385,0.44468732843551434,0.005642806880319648,0.0241973755432348,0.003666535361693906,0.043191780069249085,0.023949691509891107,0.013975291223372616,0.018371529272139038,0.03048085016774942,0.0,0.019386279231320386,0.022707080145749493,0.07064843887855683,0.0,0.00837295652633243,0.0234882194158494,0.02954782557296393,0.0,0.0157842953063976,0.01252895694795122,0.03122196121610723,0.018240631653061196,0.015031234824130569,0.026102789792896645,0.03338327147082843,0.013249014972783555,0.04424353696299663,0.010111996732914534,0.03649870516441382,0.012786477736458735,0.020280606620699873,0.025615373626685825,0.006705122326438027,0.013370141290078527,0.03086099153985635,0.008694713881853377,0.019751825925195497,0.016895795284838633,0.023200886824996894,0.022447400749730707,0.02558680147370219,0.008749897676130429,0.024049671099703556,0.03781480848156927,0.012784625069962901,0.011004858688954282,0.03041503418766039,0.007397026710204206,0.004833041977328265,0.06737373751863013,0.012156246091024477,0.0108391721606689,0.009468410659947659,0.013890504036808365,0.03130649041773011,0.014183576347876127,0.007342618600074275,0.015936898594588546,0.018314046309294965,0.01339328229858746,0.010897671818356318,0.017344557085489,0.0036464391616981917,0.0,0.029443461340181578,0.024158395675739963,0.0852400382553933,0.05765947167085637,0.02123997647091729,0.03287207549931049,0.0375552965588658,0.06516689470973402,0.09271920397386557,0.019762205358611572,0.02853714240408836,0.04167504052594586,0.014951977375772241,0.012292936826097339,0.04452908441684458,0.03386705875942493,0.044051416563027475,0.03759652919125336,0.022895511872296756,0.019111472268985633,0.05394519348284682,0.03429561344223569,0.049878440567351114
-C8sSrFqaCxp51pyo-fQLQ,0.02176740567020324,0.016457733484744032,0.02979074676870961,0.041627650290623056,0.009761936882881057,0.10016767322715739,0.013394570356997499,0.009515331430761999,0.09268286260742982,0.017963914785236446,0.014814104569737285,0.035706005919762675,0.008822463945330327,0.0,0.00848907015220096,0.0,0.027812936621056633,0.07440716796695263,0.07518925866710456,0.006803693763743559,0.04801717141157606,0.09251839332061557,0.10606915549927085,0.03486169587987749,0.007289537870171171,0.0,0.004435307991058467,0.01460075144339743,0.007037033310604749,0.0265404064402911,0.043343349206071885,0.04365799594002481,0.012438705244440287,0.032985712439499396,0.11993914196625431,0.15622017967266175,0.04954236418922728,0.03933964279195889,0.0064561160998520785,0.03499400959485559,0.00902865240444616,0.055898370713451155,0.027918428088701527,0.008374818533966748,0.03583445601309001,0.0,0.006006054553847903,0.03623534761659822,0.006897768902551832,0.009788364143039798,0.0,0.01094514816195187,0.010612632262268695,0.007060411448035153,0.026762468065642784,0.04022261342877081,0.025711650555673992,0.09133072635892148,0.0,0.04915901988424478,0.020135205891895686,0.026941859571647866,0.0,0.044310139967273864,0.012446740893862884,0.0,0.02586356725892239,0.0229789389186445,0.018196252628628687,0.007141126265286585,0.019151229551601853,0.0058732337950765465,0.0,0.025884363913194038,0.027969271853277407,0.0076297640352242235,0.0,0.03184137150902737,0.006906413408344489,0.039520807962287054,0.0039190089027993785,0.014372596658156022,0.016608551437297833,0.031162278974982985,0.03477809468250557,0.12209542511238496,0.004473353496716544,0.055269546434374844,0.005821125978156266,0.07147300795657045,0.006376892481798094,0.017736012685591294,0.04028357388307384,0.012308673782199386,0.023399118763826124,0.019403862035726364,0.04466078574727153,0.09260897882730075,0.03616886937918582,0.03306279041872798
