,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,business_id
0,-0.005317709439976535,0.001360034370981184,-0.022181921770492823,0.02836862980854488,-0.0031816140217274997,0.03238376126891167,-0.038533726426374225,0.012776147330150178,-0.0028478914124900378,0.005570046780067619,0.008434619217328108,0.019991696681157894,0.05259824751801016,0.02004930759499159,0.03296784972586637,-0.003986467044283916,-0.024052540372086994,0.045689949416299926,0.018177029964770868,0.011480759179746157,-0.03194839122315456,-0.027740434661758715,0.02606469082880287,-0.00025606331707316005,0.03164895606199528,0.03583472403108582,-0.03208328287286914,-0.01771647535769524,0.011030142735700127,-0.0008129866312151834,-153AjTW5luZPK4omEujWA
1,-0.02026348245340984,-0.0879588780462459,-0.06559597347798715,0.008554909923260955,-0.010898465277116525,0.018884151861117925,-0.02885487200755863,0.0056866433516555995,0.06407125093318565,0.02338146555781991,0.00974793681762305,-0.026656968543834,0.04156930935792979,-0.004655009319025677,-0.03528537624532397,0.010699805924374303,0.03673809292861823,0.0016016044177717776,0.01044977140519869,0.019149573642975336,0.011988260702982803,0.045860557658485936,-0.016538292210808193,0.0153132805016737,0.008538674375602982,0.005891203567785216,0.012461989645533144,-0.006648789822629812,-0.009885003947324505,-0.018815568151400196,-1m9o3vGRA8IBPNvNqKLmA
2,-0.027136509764344768,-0.039378508663689187,-0.046203821993275426,0.01270792680173854,-0.05820658408671245,0.010813510385341542,0.01868613036898999,0.010811052034446012,0.060485198287675776,0.01538818940213138,-0.016293215291746304,0.0544090570124488,0.016003446610983317,0.02714606119894179,0.0029167955060402538,0.024381934936462617,0.026254518300941623,0.00431274573377445,0.04271451195058401,0.02637515785480159,0.001620948509750787,-0.008585082834950662,0.056266160862305535,0.025013316547651543,-0.00951515974065096,0.02733364237191551,0.03267599238654343,-0.021806713568166592,0.053266118057065964,-0.010821153060949613,-46pFijv3f2jZH-_Ze6CQA
3,-0.02054409871658754,0.00027841081413421516,-0.007742472221766839,0.025690071273492314,0.05832684044524974,-0.031107167444433044,0.013681996097236642,-0.04292690315901146,-0.0026697908117232555,0.06089519021812342,0.01928302174801399,-0.015022747117859447,-0.012078754675120788,0.021096564824544747,-0.017662090857182886,0.001967644924563186,0.0021564033444311076,0.017638346231653994,-0.012927621336540173,0.0030158752502750315,-0.007970293583962748,-0.01900353690069396,-0.013883032236103314,0.015215188100258792,0.004234606153354877,0.02323579109603293,0.010175792984716726,-0.01078647915614815,-0.032493532862685186,-0.004478648013404515,-8ZiMXZReeTD3kwEvS0Lww
4,-0.00790870052781353,-0.02290784572902987,-0.04053090683976946,-0.010874586243266402,-0.039023721866313296,-0.013500836504123422,0.017099390985697897,0.026332021290772032,0.019700388475707983,0.0022032613141223186,0.016553724301813625,0.024892436265158847,0.07998690373574828,0.023347293283827834,0.03128677684174992,-0.01031136174841957,-0.03613033161202883,-0.0340855431946906,-0.030928251937545486,0.022042148289715905,-0.02450405383754337,-0.07271394127958883,-0.10446073908079939,-0.005291297712584605,-0.04829900994375486,0.014879471121339277,0.06369967277194116,-0.0007466977345809428,-0.010190629238726299,0.0900829051334547,-9YyInW1wapzdNZrhQJ9dg
5,-0.023663935545740773,-0.10354170090745948,-0.0342182199238134,-0.04425873697565466,0.00886786108124977,-0.03598836994398059,-0.010313375047182789,0.012267531505218079,-0.030374342348929936,0.011169759312226716,-0.007470383393569966,-0.08253966070032702,0.015980833155587962,-0.02738597021666385,0.041577877265490046,-0.03374971409005739,-0.014570720811156474,-0.04541211427335795,-0.012612749621134024,-0.02704559013592514,-0.0625250719735512,-0.0455291231719256,0.02411118491338409,0.02018009967869759,-0.012547347692145112,-0.05471820582218623,0.06242949584329425,-0.022360600904069116,-0.0024060453848852113,-0.030666473291024884,-AGdGGCeTS-njB_8GkUmjQ
6,-0.024834725368133855,-0.009080053788702318,-0.030744409385540204,-0.014343524444358836,-0.011741326728794521,0.05621742557258594,-0.04540402064234992,-0.0016666272059451261,-0.008384396383038086,-0.000512557100438185,-0.022268307319572193,0.05436168182068008,0.03097639393335023,0.002921944288136927,0.02916060219229408,0.025270410907001183,-0.032874943248109245,-0.019881577052833024,0.007669016743172364,0.02562286582496418,-0.015805734052269663,0.008646725442532572,0.029699220549482347,-0.003756592933508698,0.011639299675054523,-0.030864675222899603,-0.011463579948740003,-0.00011918151218888424,0.014439183156652097,-0.02556521892588756,-BAOJ8aA5MCrYx_tQUyZHg
7,-0.026289909345951983,-0.061129527979623996,-0.04902019889214981,-0.006164358054773314,-0.017394147555787325,-0.02676431158460302,0.005077138784649518,0.0017914443525146042,0.01881623271633626,0.016436361566466384,-0.035749782335837504,-0.0069686309196734745,-0.006399656982186418,-0.0010951662658183218,-0.014064773932260468,-0.0050933169525622475,0.006364637964419306,-0.0016021040948094643,0.00899696049152669,-0.008590409827926283,-0.009000253321286497,-0.0056098863161770825,0.030930269846402885,0.009064717375429004,-0.01141426076722997,-0.011028273970529865,0.015511871857252833,0.009156019811767658,0.009522420054957698,-0.010480676576727906,-BmqghX1sv7sgsxOIS2yAg
8,-0.015394136255114425,-0.00909365347171802,-0.045431047787273054,0.17169664429010045,0.012459918474908425,0.11047984721965191,0.086149824784602,-0.1171204828298031,-0.06293304362510249,0.06900386564474545,0.05804737026754866,0.012632884311318673,0.01928685848866746,0.047189223697987705,0.01036358242706764,-0.03505330770194277,-0.029036513151156778,-0.02048692015222976,0.007038437799548467,0.02446491905283177,0.013653066337904796,0.006567638319641592,0.016473450840640138,-0.012385506502304591,-0.021292944157271225,0.00368226982910052,0.007515578315297419,-0.00011973204041600316,0.006989815217646666,-0.019365159687061255,-Bv-HHUs8aHzDrdWcZHn8w
9,-0.02773708899560289,-0.10578733573679144,-0.050111003455937546,-0.041061099340670544,0.02119563234946434,-0.044659174376851705,0.023472339491611063,-0.012427467924527234,-0.05660003630820883,-0.009593229552058678,-0.018352032598233252,-0.02742256207739235,-0.019896928551197443,-0.0006630386797989157,0.018977027838152517,0.0014328162642165579,0.003517926757777731,0.016118115781497584,-0.007962582047570122,-0.016807216673773006,-0.026782439171254682,-0.012261306743385538,0.0307009598789126,-0.01367766848905131,0.037572835859783486,0.0124145942896341,0.0069936271777353825,-0.02781342420549538,0.0067437262655250605,-0.017914785678948247,-C8sSrFqaCxp51pyo-fQLQ
